feature_1,feature_2,mutual_information
pm_max_polyphony,muspy_empty_measure_rate,0.021844871735252624
pm_max_polyphony,theory_limited_macroharmony,0.01292073799036153
pm_average_polyphony,muspy_scale_consistency,0.009813584159945599
pm_instrument_count,pm_note_density,0.00770851380069848
pm_max_polyphony,muspy_pitch_class_entropy,0.0071700112878438915
pm_instrument_count,muspy_pitch_range,0.00555214285873018
pm_instrument_count,muspy_pitch_entropy,0.005093865242719486
pm_groove,pm_instrument_count,0.004607629023619886
pm_length_seconds,pm_instrument_count,0.0035456435517273732
pm_energy,pm_instrument_count,0.003091242749884593
muspy_polyphony,muspy_scale_consistency,0.0028838287021319964
pm_instrument_count,muspy_polyphony,0.002408641630274655
pm_average_polyphony,pm_instrument_count,0.0011583244924500136
pm_instrument_count,pm_tempo_bpm,0.001143055462230036
pm_interval_range_min,muspy_scale_consistency,0.0008909135122987522
pm_average_velocity,pm_instrument_count,0.0
pm_interval_range_max,pm_instrument_count,0.0
pm_note_count,pm_instrument_count,0.0
pm_interval_range_min,pm_instrument_count,0.0
pm_average_pitch_hz,pm_instrument_count,0.0
pm_instrument_count,muspy_scale_consistency,0.0
pm_instrument_count,muspy_n_pitches_used,0.0
pm_instrument_count,pm_bar_count,0.0
pm_max_polyphony,muspy_scale_consistency,0.0
pm_max_polyphony,muspy_n_pitch_classes_used,0.0
pm_max_polyphony,pm_instrument_count,0.0
pm_pitch_range_max_freq,pm_instrument_count,0.0
pm_instrument_count,muspy_pitch_class_entropy,0.0
pm_instrument_count,theory_general_tonality,0.0
pm_pitch_range_max_note,pm_instrument_count,0.0
pm_instrument_count,muspy_empty_beat_rate,0.0
pm_instrument_count,muspy_groove_consistency,0.0
pm_instrument_count,muspy_empty_measure_rate,0.0
pm_instrument_count,theory_centricity,0.0
pm_instrument_count,theory_limited_macroharmony,0.0
pm_instrument_count,theory_conjuction_melody_motion,0.0
