metadata_index,dim1,dim2
0,1.3747951907620226,0.44467300605715065
1,1.1431704257637556,-0.5238395378308005
2,-0.7595137284833966,3.2436236488752836
3,0.39849363369573,-0.17405224565680105
4,1.151999597628541,-2.5802147690250528
5,0.7797480648663185,3.237866721738853
6,3.026701168108292,-0.6909723073335184
7,-4.976077574943802,-1.0696031027280823
8,-0.5993130493133958,3.3271534676662102
9,3.2538685717546376,0.47810237232868047
10,-1.8706340712634535,0.47445467853084167
11,-0.9078999901152115,3.837990682018696
12,-0.7656424451843287,-0.1850813563675154
13,-2.4350914298814947,-0.09034941512215287
14,1.7624243087193254,-2.667551279181466
15,2.5373152225510016,-1.794893199104831
16,1.878526605282184,0.5185319188678934
17,-1.096139345041928,2.394147231764153
18,-0.91833422476971,-0.7962468598993601
19,-0.01652362306656151,-0.778010177334378
20,-1.9905724547170491,-0.8090447513858211
21,0.5556136961325637,-0.24431702832935429
22,3.4381457344027933,-1.1166760012745909
23,-1.3827042033907604,1.1553222049013658
24,-3.268134360366794,-3.555622959751128
25,-2.555291065682476,-0.02566800414024838
26,1.1347413812143445,2.16892769879413
27,1.0113767987565683,-0.027560219080406987
28,0.16685665612811074,0.4622063637343952
29,2.5244982740887423,0.06583089830716053
30,3.9654508558254906,0.8411650046448115
31,0.17974648367563312,-1.522355432738596
32,4.280007775397054,2.008516258451926
33,-1.1591830444986795,2.4307057671571286
34,-1.0143472438823466,-0.9321253621209099
35,2.9346368818371475,-1.5644732418146843
36,1.3631431075512381,0.836738561503166
37,2.161309204064306,-0.7044040750442981
38,0.9374241802440065,0.04130529235646926
39,1.5433683279133579,-0.16621133872586152
40,-2.1990430122391955,0.6013657266088763
41,1.3174750141617706,1.6792502019567819
42,1.4882569934529681,0.1584088083201881
43,-0.2774466825581479,-0.3725450580628037
44,3.666332067122101,-1.420548438005238
45,0.8048719576759401,-0.9967863629423386
46,-1.2246403864929876,0.2629741324239585
47,3.1296344290686826,-1.6880680718694476
48,-1.7028818439262086,2.354559085229813
49,-3.2538700798011906,-3.511455461362647
50,-2.5346793552666904,1.615301975166117
51,-1.6292784420873763,-0.7190411119137198
52,0.5544016881257935,-0.4807439536657692
53,3.446171263189086,-0.4179438197972034
54,1.8935895348705156,2.7200501171013425
